,Unnamed: 0,word,pictogram_id,synset,word_senses,
5965,5965,sales,6202,13260936-n,gross_sales%1:21:00::,
5966,5966,oar,6206,03837422-n,oar%1:06:00::,
5967,5967,net,6205,03819994-n,net%1:06:02::,
5972,5972,robot,6208,02761392-n,robot%1:06:00::,
5974,5974,wheel spoke,6197,04283378-n,spoke%1:06:00::,
5975,5975,joystick,6201,03602883-n,joystick%1:06:01::,
5976,5976,wheel,6209,04574999-n,wheel%1:06:00::,
5980,5980,bicycle seat,6213,02835915-n,bicycle_seat%1:06:00::,
5986,5986,gunnysack,6210,03469903-n,gunnysack%1:06:00::,
5988,5988,gunnysack,6210,13769206-n,sack%1:23:00::,
5996,5996,let go,6215,01474550-v,let_go%2:35:00::,
5997,5997,drop,6215,01474550-v,let_go_of%2:35:00::,
5999,5999,let go,6215,01985923-v,sink%2:38:01::,
6000,6000,drop,6215,01985923-v,drop%2:38:05::,
6003,6003,drop,6215,01976841-v,drop%2:38:00::,
6015,6015,saline solution,6220,14590293-n,saline%1:27:00::,
6016,6016,underline,6219,01004235-v,underline%2:32:03::,
6017,6017,gas pump,6221,03425413-n,gas_pump%1:06:00::,
6020,6020,turn up the volume,6218,00156601-v,increase%2:30:00::,
6031,6031,cards,6226,02962545-n,card%1:06:00::,
6037,6037,airer,6228,03051041-n,clotheshorse%1:06:00::,
6041,6041,turret,6232,04460130-n,tower%1:06:00::,
6043,6043,turret,6232,04501947-n,turret%1:06:00::,
6044,6044,bell,6230,02824448-n,bell%1:06:00::,
6046,6046,baby wipes,6231,04459362-n,towel%1:06:00::,
6050,6050,axe,6224,01257953-v,axe%2:35:00::,
6056,6056,axe,6224,01319562-v,mow%2:35:00::,
6057,6057,tattoo,6227,04395651-n,tattoo%1:06:00::,
6060,6060,valley,6238,09468604-n,valley%1:17:00::,
6061,6061,unicorn,6237,10737964-n,unicorn%1:18:00::,
6062,6062,vampire,6239,09544109-n,vampire%1:18:00::,
6068,6068,gauze bandage,6243,04101860-n,roller_bandage%1:06:00::,
6078,6078,steering wheel,6245,04313503-n,steering_wheel%1:06:00::,
6083,6083,volcano,6247,09472597-n,volcano%1:17:00::,
6085,6085,magic wand,6240,04549629-n,wand%1:06:00::,
6106,6106,articulated arm,6280,00153410-a,articulated%3:00:00::,
6109,6109,bass horn,6235,02804252-n,tuba%1:06:00::,
6110,6110,trombone,6233,04487394-n,trombone%1:06:00::,
6113,6113,baby carriage,6281,02766534-n,baby_buggy%1:06:00::,
6114,6114,horn,6234,03394916-n,french_horn%1:06:00::,
6117,6117,dark-skinned,6282,00241952-a,black%3:00:02::,
6124,6124,encircle,6285,01522716-v,encircle%2:35:12::,
6128,6128,charcuterie,6446,03173387-n,delicatessen%1:06:00::,
6130,6130,spider web,6286,04275363-n,spider_web%1:06:00::,
6136,6136,circus,6450,03035252-n,circus_tent%1:06:00::,
6138,6138,circus,6450,00519739-n,circus%1:04:00::,
6140,6140,circus,6450,08189211-n,circus%1:14:00::,
6142,6142,hammer,6451,01357831-v,nail%2:35:00::,
6144,6144,hammer,6451,01416539-v,hammer%2:35:00::,
6150,6150,schoolhouse,6454,04146050-n,schoolhouse%1:06:00::,
6162,6162,chocolate,6448,07922764-n,chocolate%1:13:02::,
6182,6182,read,6461,00953216-v,tell%2:32:01::,
6194,6194,return,6474,01433159-v,return%2:35:01::,
6198,6198,quarrel,6477,00773432-v,argue%2:32:00::,
6202,6202,quarrel,6477,00813978-v,discuss%2:32:00::,
6206,6206,quarrel,6477,00775156-v,quarrel%2:32:00::,
6207,6207,Sunday,6478,15163797-n,sunday%1:28:00::,
6210,6210,sparkle,6475,13371958-n,diamond%1:21:00::,
6213,6213,sparkle,6475,14834563-n,diamond%1:27:00::,
6216,6216,sparkle,6475,00281173-s,brilliant%5:00:00:bright:00,
6219,6219,sparkle,6475,02766687-v,spark%2:43:00::,
6221,6221,drive,6458,01930874-v,drive%2:38:01::,
6226,6226,body,6473,05216365-n,body%1:08:00::,
6228,6228,light,6486,02759614-v,light%2:43:00::,
6229,6229,light,6486,,light,
6231,6231,score a basket,6487,01111816-v,score%2:33:00::,
6245,6245,storybooks,6472,06413459-n,storybook%1:10:00::,
6248,6248,storybooks,6472,06369829-n,story%1:10:00::,
6254,6254,he,6481,,he,
6255,6255,him,6481,,him,
6256,6256,himself,6481,,himself,
6257,6257,with him,6481,,with him,
6267,6267,thread,6489,01521912-v,thread%2:35:00::,
6283,6283,florist's,6504,03367410-n,florist%1:06:00::,
6285,6285,hide,6493,02145814-v,hide%2:39:01::,
6287,6287,hide,6493,00426958-v,vanish%2:30:00::,
6299,6299,apothecary,6496,06055300-n,pharmacy%1:09:00::,
6314,6314,soda water,6510,07927512-n,pop%1:13:00::,
6318,6318,soda water,6510,07936548-n,soda_water%1:13:00::,
6369,6369,racket,6514,10701180-n,tennis_player%1:18:00::,
6372,6372,racket,6514,01408633-v,racket%2:35:00::,
6378,6378,handprint,6527,06798750-n,mark%1:10:03::,
6384,6384,smoke,6529,13556893-n,smoke%1:22:00::,
6401,6401,bone,6528,05269901-n,bone%1:08:00::,
6408,6408,Thursday,6536,15164354-n,thursday%1:28:00::,
6413,6413,jeweler's,6534,08063836-n,jewelry_dealer%1:14:00::,
6414,6414,ketchup,6540,07822197-n,ketchup%1:13:00::,
6418,6418,newspaper kiosk,6541,03822656-n,newsstand%1:06:00::,
6430,6430,hike,6532,01920932-v,hike%2:38:00::,
6438,6438,hike,6532,00311809-n,outing%1:04:00::,
6444,6444,soda can,6545,04255586-n,soda_can%1:06:00::,
6463,6463,bookshop,6550,02871525-n,bookshop%1:06:00::,
6464,6464,bookstore,6550,02871525-n,bookstore%1:06:00::,
6471,6471,Tuesday,6557,15164105-n,tuesday%1:28:00::,
6492,6492,professor,6555,10480730-n,professor%1:18:00::,
6496,6496,Monday,6554,15163979-n,monday%1:28:00::,
6497,6497,lemonade,6551,07926250-n,lemonade%1:13:00::,
6500,6500,Wednesday,6563,15164233-n,wednesday%1:28:00::,
6524,6524,mustard sauce,6565,07819480-n,mustard%1:13:00::,
6525,6525,mustard sauce,6565,07838905-n,mustard_sauce%1:13:00::,
6529,6529,doctor,6561,02760116-a,medical%3:01:00::,
6530,6530,orangeade,6569,07926442-n,orangeade%1:13:00::,
6544,6544,sight,6573,05311054-n,eye%1:08:00::,
6546,6546,sight,6573,05654362-n,sight%1:09:00::,
6559,6559,firehouse,6578,03347338-n,firehouse%1:06:00::,
6596,6596,hairdresser's,6587,02791270-n,barbershop%1:06:00::,
6603,6603,confectioner,6583,02776631-n,bakery%1:06:00::,
6606,6606,stone,6594,14696793-n,stone%1:27:00::,
6615,6615,protect,6599,01128193-v,protect%2:33:00::,
6617,6617,protect,6599,01129876-v,guard%2:33:03::,
6638,6638,revolve,6603,01866610-v,roll%2:38:11::,
6643,6643,revolve,6603,02096167-v,turn%2:38:04::,
6644,6644,Saturday,6605,15164570-n,saturday%1:28:00::,
6659,6659,handshaking,6609,06632097-n,handshake%1:10:00::,
6662,6662,handshaking,6609,06630017-n,greeting%1:10:00::,
6676,6676,greet,6610,00898019-v,shake_hands%2:32:00::,
6678,6678,greet,6610,00897241-v,greet%2:32:00::,
6699,6699,sip,6616,01170687-v,sip%2:34:00::,
6702,6702,sip,6616,01539063-v,suck_up%2:35:00::,
6714,6714,supermarket,6618,04358707-n,supermarket%1:06:00::,
6751,6751,shoe store,6633,04200800-n,shoe_store%1:06:00::,
6752,6752,vote,6631,02461314-v,vote%2:41:13::,
6753,6753,vote,6631,02462580-v,vote%2:41:10::,
6756,6756,Friday,6629,15164463-n,friday%1:28:00::,
6758,6758,unscrew,6635,01352528-v,unscrew%2:35:00::,
6774,6774,confectionary,6621,03089624-n,candy_store%1:06:00::,
6778,6778,inflator,6638,03569494-n,inflater%1:06:00::,
6784,6784,Poetry and Art books,6642,06153846-n,arts%1:09:00::,
6800,6800,veal cordon bleu,6648,07666176-n,veal_cordon_bleu%1:13:00::,
6805,6805,fish in green sauce,6646,07792027-n,hake%1:13:00::,
6810,6810,fish in green sauce,6646,02524659-n,silver_hake%1:05:00::,
6811,6811,shadow,6649,13984944-n,shadow%1:26:01::,
6812,6812,ballot box,6650,02782681-n,ballot_box%1:06:00::,
6815,6815,fish finger,6653,07642361-n,fish_stick%1:13:00::,
6820,6820,fencing,6651,03327234-n,fence%1:06:00::,
6822,6822,fencing,6651,03930313-n,picket_fence%1:06:00::,
6830,6830,handheld fan,6871,03320046-n,fan%1:06:00::,
6834,6834,get bored,6873,01821884-v,bore%2:37:00::,
6837,6837,commerce,6652,02242464-v,sell%2:40:00::,
6840,6840,commerce,6652,02244956-v,sell%2:40:01::,
6843,6843,commerce,6652,01090446-n,commerce%1:04:00::,
6844,6844,fertilizer,6872,14859344-n,fertilizer%1:27:00::,
6855,6855,get nearer,6879,02053941-v,approach%2:38:00::,
6859,6859,watercolours,6881,14991319-n,watercolor%1:27:00::,
6861,6861,watercolours,6881,04558804-n,watercolor%1:06:01::,
6882,6882,wing,6890,02151625-n,wing%1:05:00::,
6900,6900,be glad,6892,01813499-v,gladden%2:37:01::,
6901,6901,fin,6895,02466132-n,fin%1:05:00::,
6904,6904,poppy,6897,11900569-n,poppy%1:20:00::,
6937,6937,alarm,6891,04224395-n,siren%1:06:00::,
6939,6939,alarm,6891,07265789-n,siren%1:10:00::,
6948,6948,engagement ring,6900,04092609-n,ring%1:06:00::,
6951,6951,engagement ring,6900,04259364-n,solitaire%1:06:00::,
6954,6954,engagement ring,6900,03287627-n,engagement_ring%1:06:00::,
6978,6978,year,6903,15203791-n,year%1:28:01::,
6979,6979,wardrobe,6909,04550184-n,wardrobe%1:06:00::,
6980,6980,closet,6909,04550184-n,closet%1:06:02::,
6981,6981,rice,6911,12125890-n,rice%1:20:00::,
6996,6996,sprinkler,6915,04289027-n,sprinkler%1:06:00::,
6999,6999,land,6917,01981036-v,land%2:38:01::,
7000,7000,howl,6919,01047381-v,howl%2:32:03::,
7005,7005,enlarge,6920,00240293-v,blow_up%2:30:00::,
7006,7006,oat,6921,12109827-n,oat%1:20:00::,
7007,7007,oat,6921,07804152-n,oat%1:13:00::,
7016,7016,yesterday,6926,15156187-n,yesterday%1:28:01::,
7017,7017,yesterday,6926,15263138-n,yesterday%1:28:00::,
7023,7023,aircraft,6924,02686568-n,aircraft%1:06:00::,
7028,7028,wasp,6925,02212062-n,wasp%1:05:00::,
7045,7045,tray,6928,04476259-n,tray%1:06:00::,
7070,7070,welcome,6936,06631322-n,welcome%1:10:00::,
7071,7071,pocket,6937,03972524-n,pocket%1:06:00::,
7080,7080,bomb,6938,02866578-n,bomb%1:06:00::,
7085,7085,bike,6935,04126066-n,safety_bicycle%1:06:00::,
7088,7088,branchia,6941,02510769-n,gill%1:05:00::,
7090,7090,drinking vessel,6940,03241496-n,drinking_vessel%1:06:00::,
7092,7092,drinking vessel,6940,03603722-n,jug%1:06:00::,
7099,7099,good afternoon,6943,06632807-n,good_afternoon%1:10:00::,
7101,7101,good morning,6944,06632671-n,good_morning%1:10:00::,
7108,7108,cable,6948,02934168-n,cable%1:06:02::,
7110,7110,good night,6942,06632947-n,good_night%1:10:00::,
7113,7113,clack,6950,01056369-v,cackle%2:32:00::,
7116,7116,clack,6950,01054849-v,cluck%2:32:00::,
7120,7120,track,6955,03899533-n,pathway%1:06:00::,
7123,7123,track,6955,04463510-n,track%1:06:00::,
7128,7128,All Saints Day,6951,15191233-n,halloween%1:28:00::,
7133,7133,All Saints Day,6951,07735510-n,pumpkin%1:13:00::,
7139,7139,padlock,6957,03874599-n,padlock%1:06:00::,
7141,7141,candlestick,6958,02948557-n,candlestick%1:06:00::,
7146,7146,wear yourself out,6959,00075021-v,tire%2:29:01::,
7149,7149,wear yourself out,6959,00075421-v,exhaust%2:29:00::,
7150,7150,lorry,6956,03690473-n,lorry%1:06:00::,
7151,7151,lorry,6956,03256166-n,dump_truck%1:06:00::,
7153,7153,barley,6967,07803093-n,barley%1:13:00::,
7154,7154,barley,6967,12123244-n,barley%1:20:00::,
7161,7161,get married,6965,02489456-v,marry%2:41:01::,
7163,7163,get married,6965,02488834-v,marry%2:41:00::,
7165,7165,eggshells,6966,09432430-n,eggshell%1:17:00::,
7172,7172,home,6964,03544360-n,house%1:06:00::,
7173,7173,house,6964,08078020-n,family%1:14:02::,
7174,7174,household,6964,08078020-n,household%1:14:00::,
7175,7175,home,6964,08078020-n,home%1:14:00::,
7178,7178,home,6964,08559155-n,domicile%1:15:00::,
7199,7199,shoot,6977,01405044-v,hit%2:35:03::,
7206,7206,chop,6976,07653982-n,chop%1:13:00::,
7217,7217,car,6981,02958343-n,car%1:06:00::,
7228,7228,fire truck,6982,03345487-n,fire_engine%1:06:00::,
7230,7230,collar,6987,03068486-n,collar%1:06:02::,
7237,7237,firmament,6978,08521267-n,celestial_sphere%1:15:00::,
7240,7240,firmament,6978,09436708-n,sky%1:17:00::,
7243,7243,firmament,6978,09444100-n,star%1:17:00::,
7245,7245,stew,6984,01664172-v,cook%2:36:00::,
7247,7247,stew,6984,01665638-v,cook%2:36:01::,
7249,7249,stew,6984,00323856-v,stew%2:30:00::,
7250,7250,necklace,6988,03814906-n,necklace%1:06:00::,
7257,7257,augmentative communication,6991,01340522-s,augmentative%5:00:00:intensifying:00,
7260,7260,befuddle,6992,00621734-v,confuse%2:31:03::,
7261,7261,police car,6983,03141065-n,police_car%1:06:00::,
7263,7263,noteboard,6997,02916538-n,bulletin_board%1:06:00::,
7264,7264,middle finger,6996,05567604-n,middle_finger%1:08:00::,
7268,7268,poll,6998,00199659-v,correct%2:30:00::,
7276,7276,poll,6998,00996102-v,revise%2:32:00::,
7280,7280,poll,6998,00644503-n,survey%1:04:02::,
7289,7289,separate,6894,02431320-v,split%2:41:00::,
7293,7293,lamb chop,7001,07667974-n,lamb_chop%1:13:00::,
7299,7299,superintendent,6995,09951953-n,concierge%1:18:00::,
7305,7305,superintendent,6995,10675721-n,super%1:18:00::,
7328,7328,melt,7011,00376106-v,melt%2:30:00::,
7329,7329,unfreeze,7011,00376106-v,thaw%2:30:00::,
7341,7341,weed,7013,00195342-v,clear%2:30:01::,
7350,7350,take down,7015,01973125-v,take_down%2:38:00::,
7355,7355,crumble,7017,00397405-v,crumble%2:30:00::,
7362,7362,take off,7018,02014553-v,take_off%2:38:02::,
7366,7366,laundry soap,7021,03648527-n,laundry_detergent%1:06:00::,
7371,7371,dictionary,7024,06418901-n,dictionary%1:10:00::,
7372,7372,domestic,7026,02388921-s,domestic%5:00:00:tame:01,
7382,7382,she,7029,she,she,
7383,7383,her,7029,her,her,
7384,7384,herself,7029,herself,herself,
7385,7385,with her,7029,with her,with her,
7401,7401,plug,7035,00188137-v,plug%2:30:03::,
7404,7404,croak,7003,01064401-v,croak%2:32:01::,
7418,7418,daylight,7022,15164957-n,daylight%1:28:00::,
7435,7435,follow,7038,02000868-v,follow%2:38:13::,
7438,7438,follow,7038,02001858-v,chase%2:38:00::,
7440,7440,annualry,7045,05567489-n,ring_finger%1:08:00::,
7443,7443,amphibious,7043,01627424-n,amphibian%1:05:00::,
7446,7446,amphibious,7043,02831979-a,amphibious%3:01:00::,
7447,7447,fall out,7049,02097925-v,come_out%2:38:06::,
7448,7448,hood,7050,03531281-n,hood%1:06:02::,
7449,7449,Balthasar,7048,10832908-n,balthazar%1:18:00::,
7451,7451,caster table,7052,03063968-n,coffee_table%1:06:00::,
7453,7453,wire roll,7042,04594218-n,wire%1:06:00::,
7457,7457,highway,7046,03519981-n,highway%1:06:00::,
7461,7461,cardboard box,7054,14799601-n,cardboard%1:27:00::,
7462,7462,beaver,7055,02363005-n,beaver%1:05:00::,
7464,7464,birdseed,7059,07805594-n,birdseed%1:13:00::,
7469,7469,cat food,7058,07806043-n,cat_food%1:13:00::,
7472,7472,portfolio,7053,02900705-n,briefcase%1:06:00::,
7475,7475,portfolio,7053,03986355-n,portfolio%1:06:00::,
7480,7480,feed,7060,07800091-n,feed%1:13:00::,
7483,7483,class fellows,7062,10560106-n,classmate%1:18:00::,
7485,7485,feed,7057,07805966-n,dog_food%1:13:00::,
7495,7495,cockscomb,7069,01792255-n,comb%1:05:01::,
7521,7521,how much?,7071,05141683-n,price%1:07:01::,
7525,7525,gridded,7070,03178782-n,design%1:06:00::,
7527,7527,machine-sewing,7068,01329239-v,sew%2:35:00::,
7529,7529,direction,7078,06794374-n,signpost%1:10:00::,
7543,7543,dromedary,7080,02437312-n,dromedary%1:05:00::,
7548,7548,where is she going?,7079,08679972-n,direction%1:15:00::,
7582,7582,how old are you?,7072,15145171-n,age%1:28:00::,
7588,7588,scales,7085,01902877-n,scale%1:05:00::,
7598,7598,those,7092,,those,
7604,7604,this,7095,,this,
7606,7606,square,7088,04291242-n,square%1:06:00::,
7620,7620,scouring pad,7098,04150153-n,scouring_pad%1:06:00::,
7623,7623,fluorescent lamp,7106,03370387-n,fluorescent_lamp%1:06:00::,
7625,7625,fluorescent lamp,7106,04339879-n,strip_lighting%1:06:00::,
7633,7633,photograph,7108,02734653-v,photograph%2:42:00::,
7634,7634,flower,7104,11669335-n,flower%1:20:02::,
7636,7636,fumigate,7113,02127100-v,fumigate%2:39:00::,
7638,7638,desk lamp,7103,03636649-n,lamp%1:06:01::,
7642,7642,desk lamp,7103,04057981-n,reading_lamp%1:06:00::,
7645,7645,shudder,7109,00014201-v,shiver%2:29:00::,
7665,7665,group,7117,08439955-n,staff%1:14:01::,
7681,7681,weapon,7087,04206356-n,shotgun%1:06:00::,
7684,7684,weapon,7087,04090263-n,rifle%1:06:00::,
7694,7694,caw,7119,01053098-v,quack%2:32:00::,
7698,7698,caw,7119,01053339-v,honk%2:32:00::,
7703,7703,grumble,7121,01045719-v,growl%2:32:00::,
7704,7704,helicopter,7126,03512147-n,helicopter%1:06:00::,
7708,7708,tool set,7127,03563967-n,implement%1:06:00::,
7718,7718,hr,7129,15227846-n,hour%1:28:00::,
7720,7720,glasshouse,7135,03457902-n,greenhouse%1:06:00::,
7722,7722,be wrecked,7133,01989873-v,sink%2:38:00::,
7727,7727,insect,7134,02159955-n,insect%1:05:00::,
7731,7731,today,7131,00207366-r,today%4:02:00::,
7737,7737,icecube,7128,03557141-n,ice_cube%1:06:00::,
7740,7740,laundress,7140,10769188-n,washwoman%1:18:00::,
7743,7743,1 kilogram,7138,13724582-n,kilogram%1:23:00::,
7746,7746,grocery list,7144,06495516-n,shopping_list%1:10:00::,
7749,7749,grocery list,7144,06491371-n,grocery_list%1:10:01::,
7750,7750,notebook,7142,06415419-n,notebook%1:10:00::,
7756,7756,liter,7145,13624190-n,liter%1:23:00::,
7757,7757,bark,7139,01047745-v,bark%2:32:00::,
7763,7763,rabbit warren,7149,09474765-n,warren%1:17:00::,
7765,7765,den,7149,08591399-n,den%1:15:00::,
7767,7767,rabbit warren,7149,08591399-n,lair%1:15:00::,
7771,7771,ear,7150,08544125-n,corncob%1:15:00::,
7774,7774,mark,7151,04695176-n,stain%1:07:00::,
7777,7777,mark,7151,14498096-n,dirt%1:26:00::,
7780,7780,extraterrestrial,7154,09489790-n,martian%1:18:00::,
7783,7783,extraterrestrial,7154,09484465-n,extraterrestrial_being%1:18:00::,
7785,7785,feel queasy,7155,00532328-v,dizzy%2:30:00::,
7787,7787,miaou,7156,00941719-v,miaou%2:32:00::,
7788,7788,tomorrow,7152,00479275-r,tomorrow%4:02:00::,
7802,7802,noise bothers me,7157,00089550-s,annoying%5:00:00:disagreeable:00,
7814,7814,bother,7157,01787955-v,bother%2:37:00::,
7816,7816,noise bothers me,7157,01787955-v,annoy%2:37:00::,
7821,7821,wither,7153,00241689-v,wither%2:30:00::,
7824,7824,shrivel,7153,00241689-v,shrink%2:30:02::,
7825,7825,month,7161,15209413-n,month%1:28:01::,
7826,7826,month,7161,15206296-n,month%1:28:00::,
7828,7828,blend,7162,00394813-v,mix%2:30:00::,
7830,7830,blend,7162,01418667-v,shuffle%2:35:00::,
7841,7841,teething ring,7164,03075768-n,comforter%1:06:01::,
7850,7850,fill,7146,00452512-v,fill%2:30:01::,
7861,7861,low,7169,01055018-v,moo%2:32:00::,
7866,7866,navigate,7170,01945516-v,sail%2:38:00::,
7868,7868,navigate,7170,01846320-v,navigate%2:38:02::,
7882,7882,very much,7168,00059171-r,very_much%4:02:01::,
7892,7892,several,7168,01552419-s,numerous%5:00:00:many:00,
7908,7908,several,7168,01553629-a,much%3:00:00::,
7914,7914,kids,7178,09918554-n,child%1:18:06::,
7921,7921,cover with mist,7174,02157731-v,obscure%2:39:00::,
7929,7929,nighttime,7181,15169759-n,night%1:28:05::,
7977,7977,misunderstand,7180,05988743-n,ignorantness%1:09:00::,
8005,8005,desktop computer,7190,03180011-n,desktop_computer%1:06:00::,
8021,8021,spacecraft,7191,05897825-n,unidentified_flying_object%1:09:00::,
8033,8033,long trousers,7193,03688605-n,long_trousers%1:06:00::,
8037,8037,memo,7187,06763273-n,note%1:10:02::,
8047,8047,fishes,7199,02512053-n,fish%1:05:00::,
8050,8050,hotdog,7201,07676602-n,weenie%1:13:00::,
8052,8052,hotdog,7201,07697537-n,hotdog%1:13:02::,
8056,8056,persons,7203,07942152-n,people%1:14:00::,
8058,8058,persons,7203,00031264-n,group%1:03:00::,
8060,8060,pelt,7205,14764061-n,fur%1:27:00::,
8062,8062,pedestrian crossing,7197,03904183-n,pedestrian_crossing%1:06:00::,
8063,8063,prune,7210,01321002-v,snip%2:35:00::,
8065,8065,little,7209,01552885-a,few%3:00:00::,
8067,8067,little,7209,13762717-n,little%1:23:00::,
8071,8071,burst,7206,00403798-v,puncture%2:30:00::,
8073,8073,paint,7207,01684663-v,paint%2:36:00::,
8074,8074,put an egg,7211,01545079-v,lay%2:35:02::,
8082,8082,plume,7208,01896031-n,feather%1:05:00::,
8083,8083,wine bottle,7213,04591713-n,wine_bottle%1:06:00::,
8085,8085,postcard,7215,06627938-n,postcard%1:10:00::,
8092,8092,award,7218,02261888-v,award%2:40:00::,
8093,8093,dessert,7216,07609840-n,dessert%1:13:00::,
8101,8101,branch,7224,13163250-n,branch%1:20:00::,
8109,8109,how is the weather?,7223,14519366-n,climate%1:26:00::,
8116,8116,neigh,7228,01059743-v,neigh%2:32:00::,
8126,8126,notebook,7214,03985232-n,portable_computer%1:06:00::,
8144,8144,pinstriped,7225,01417941-a,lined%3:00:00::,
8148,8148,pinstriped,7225,01789873-s,pinstriped%5:00:00:patterned:00,
8152,8152,pinstriped,7225,01790807-s,striped%5:00:00:patterned:00,
8162,8162,analog clock,7229,02708093-n,analog_clock%1:06:00::,
8164,8164,traffic circle,7234,04465933-n,traffic_circle%1:06:00::,
8166,8166,wild,7237,02389220-a,wild%3:00:01::,
8167,8167,wild,7237,00174870-r,wild%4:02:01::,
8169,8169,Joseph,7238,11091706-n,joseph%1:18:01::,
8170,8170,salamander,7236,01629276-n,salamander%1:05:00::,
8177,8177,roar,7235,01048718-v,bellow%2:32:01::,
8178,8178,main course,7240,07579575-n,entree%1:13:00::,
8187,8187,plant,7245,01500873-v,sow%2:35:00::,
8191,8191,plant,7245,01501347-v,inseminate%2:35:00::,
8195,8195,plant,7245,01567275-v,plant%2:35:00::,
8197,8197,serve up,7247,01180351-v,serve_up%2:34:00::,
8199,8199,seedbed,7246,04167122-n,seedbed%1:06:00::,
8209,8209,seal,7242,01273814-v,stamp%2:35:02::,
8210,8210,seal,7242,01356582-v,seal%2:35:01::,
8212,8212,Sun,7252,09450163-n,sun%1:17:00::,
8224,8224,lonely,7253,02251212-s,lonely%5:00:00:unaccompanied:00,
8225,8225,dream,7257,02118242-v,dream%2:39:00::,
8227,8227,sound,7255,02180529-v,sound%2:39:02::,
8229,8229,sound,7255,02179518-v,sound%2:39:01::,
8256,8256,afternoon,7268,15166191-n,afternoon%1:28:00::,
8267,8267,greeting card,7269,06627623-n,christmas_card%1:10:00::,
8269,8269,greeting card,7269,06627450-n,greeting_card%1:10:00::,
8297,8297,hunger,7272,02121958-v,hunger%2:39:00::,
8301,8301,thermos bottle,7274,04422727-n,thermos%1:06:00::,
8302,8302,teapot,7276,04398044-n,teapot%1:06:00::,
8305,8305,wheel,7277,04575723-n,wheel%1:06:01::,
8310,8310,piano keys,7270,03928814-n,piano_keyboard%1:06:00::,
8314,8314,passenger train,7282,03896233-n,passenger_train%1:06:00::,
8316,8316,wheat,7285,12142085-n,wheat%1:20:00::,
8319,8319,tick-tack-toe,7284,00506207-n,ticktacktoe%1:04:00::,
8320,8320,trunk,7287,02452967-n,proboscis%1:05:00::,
8322,8322,lighten,7288,00424869-v,flash%2:30:04::,
8329,8329,trefoil,7281,11752578-n,clover%1:20:00::,
8330,8330,spread,7292,01611901-v,spread%2:35:12::,
8331,8331,sail,7294,04127904-n,sail%1:06:00::,
8352,8352,actions,7297,14006945-n,activity%1:26:00::,
8353,8353,sadden,7286,01813053-v,sadden%2:37:01::,
8354,8354,sadden,7286,01813393-v,sadden%2:37:00::,
8374,8374,Maria,7301,11161412-n,mary%1:18:00::,
8385,8385,crewet,7300,03140431-n,cruet%1:06:00::,
8393,8393,buzz,7311,02182109-v,buzz%2:39:00::,
8399,8399,railroad,7299,04048075-n,railroad_track%1:06:00::,
8400,8400,bray,7702,01054553-v,hee-haw%2:32:00::,
8403,8403,between,7765,,between,
8404,8404,among,7765,,among,
8405,8405,amongst,7765,,amongst,
8406,8406,tinsel,7766,04440059-n,tinsel%1:06:00::,
8412,8412,Gaspar,7769,10886361-n,caspar%1:18:00::,
8413,8413,strip,7774,04339638-n,strip%1:06:03::,
8421,8421,polka-dots,7776,03978300-n,polka_dot%1:06:00::,
8423,8423,snout,7772,02452464-n,muzzle%1:05:00::,
8425,8425,snout,7772,02452637-n,snout%1:05:00::,
8427,8427,pinky,7778,05567727-n,little_finger%1:08:00::,
8429,8429,mammals,7777,01861778-n,mammal%1:05:00::,
8431,8431,mammals,7777,01862557-n,mammal_family%1:05:00::,
8433,8433,mammals,7777,01864707-n,mammal_genus%1:05:00::,
8438,8438,backache,7775,14325335-n,backache%1:26:00::,
8442,8442,until,7771,,until,
8443,8443,to,7771,,to,
8444,8444,up to,7771,,up to,
8458,8458,formula,7785,07564796-n,soft_diet%1:13:00::,
8462,8462,sideburn,7789,05262802-n,sideburn%1:08:00::,
8465,8465,hoof,7790,02153959-n,hoof%1:05:00::,
8466,8466,hoof,7790,02154133-n,hoof%1:05:01::,
8469,8469,haberdasher,7779,10309785-n,mercer%1:18:00::,
8472,8472,haberdasher,7779,09930772-n,clothier%1:18:00::,
8474,8474,index finger,7791,05567381-n,index%1:08:00::,
8477,8477,notepaper,7792,06259297-n,post-it%1:10:00::,
8480,8480,notepaper,7792,06259166-n,notepaper%1:10:00::,
8483,8483,notepaper,7792,06504462-n,note%1:10:00::,
8485,8485,article,7784,06681177-n,news%1:10:01::,
8496,8496,professionals,7795,10481711-n,proletarian%1:18:00::,
8503,8503,music teacher,7796,10341343-n,music_teacher%1:18:00::,
8506,8506,thumb,7799,05567217-n,thumb%1:08:00::,
8515,8515,who is calling?,7803,01414467-v,knock%2:35:01::,
8523,8523,haberdashery,7782,03473704-n,haberdashery%1:06:00::,
8525,8525,baby food,7793,03593526-n,jar%1:06:00::,
8526,8526,baby food,7793,07651025-n,puree%1:13:00::,
8531,8531,reptile,7806,01656813-n,reptile_family%1:05:00::,
8533,8533,reptile,7806,01657723-n,reptile_genus%1:05:00::,
8535,8535,reptile,7806,01661091-n,reptile%1:05:00::,
8536,8536,without,7813,,without,
8545,8545,felt tip,7807,03326948-n,felt-tip_pen%1:06:00::,
8549,8549,over,7814,,over,
8550,8550,on,7814,,on,
8552,8552,scrotum,7816,05524615-n,testicle%1:08:00::,
8554,8554,scrotum,7816,05517406-n,scrotum%1:08:00::,
